case,time,target_deg,tilt_deg,slip_cm,slip_world_cm,pallet_vs_fork_deg
塑膠棧板+重心前移10cm,0.882,3.3,11.115,0.0311,0.008,0.0
塑膠棧板+重心前移10cm,0.902,3.375,11.116,0.0317,0.0073,0.0
塑膠棧板+重心前移10cm,0.922,3.45,11.118,0.0323,0.0066,0.0
塑膠棧板+重心前移10cm,0.942,3.525,11.119,0.0328,0.0059,0.0
塑膠棧板+重心前移10cm,0.962,3.6,11.12,0.0334,0.0052,0.0
塑膠棧板+重心前移10cm,0.982,3.675,11.122,0.034,0.0046,0.0
塑膠棧板+重心前移10cm,1.002,3.75,11.123,0.0345,0.0039,0.0
塑膠棧板+重心前移10cm,1.022,3.825,11.127,0.0351,0.0031,0.0
塑膠棧板+重心前移10cm,1.042,3.9,11.133,0.0356,0.002,0.0
塑膠棧板+重心前移10cm,1.062,3.975,11.144,0.0361,0.0006,0.0
塑膠棧板+重心前移10cm,1.082,4.05,11.161,0.0367,0.0013,0.0
塑膠棧板+重心前移10cm,1.102,4.125,11.182,0.0371,0.0036,0.0
塑膠棧板+重心前移10cm,1.122,4.2,11.209,0.0376,0.0063,0.0
塑膠棧板+重心前移10cm,1.142,4.275,11.24,0.0381,0.0094,0.0
塑膠棧板+重心前移10cm,1.162,4.35,11.275,0.0385,0.0129,0.0
塑膠棧板+重心前移10cm,1.182,4.425,11.314,0.0389,0.0167,0.0
塑膠棧板+重心前移10cm,1.202,4.5,11.355,0.0393,0.0208,0.0
塑膠棧板+重心前移10cm,1.222,4.575,11.398,0.0397,0.0251,0.0
塑膠棧板+重心前移10cm,1.242,4.65,11.443,0.04,0.0295,0.0
塑膠棧板+重心前移10cm,1.262,4.725,11.488,0.0403,0.034,0.0
塑膠棧板+重心前移10cm,1.282,4.8,11.534,0.0406,0.0386,0.0
塑膠棧板+重心前移10cm,1.302,4.875,11.58,0.0409,0.0432,0.0
塑膠棧板+重心前移10cm,1.322,4.95,11.625,0.0412,0.0479,0.0
塑膠棧板+重心前移10cm,1.342,5.025,11.67,0.0414,0.0525,0.0
塑膠棧板+重心前移10cm,1.362,5.1,11.715,0.0417,0.0572,0.0
塑膠棧板+重心前移10cm,1.382,5.175,11.759,0.0419,0.0618,0.0
塑膠棧板+重心前移10cm,1.402,5.25,11.802,0.0421,0.0664,0.0
塑膠棧板+重心前移10cm,1.422,5.325,11.845,0.0423,0.0709,0.0
塑膠棧板+重心前移10cm,1.442,5.4,11.888,0.0425,0.0755,0.0
塑膠棧板+重心前移10cm,1.462,5.475,11.93,0.0427,0.08,0.0
塑膠棧板+重心前移10cm,1.482,5.55,11.971,0.0428,0.0846,0.0
塑膠棧板+重心前移10cm,1.502,5.625,12.013,0.043,0.0891,0.0
塑膠棧板+重心前移10cm,1.522,5.7,12.054,0.0431,0.0936,0.0
塑膠棧板+重心前移10cm,1.542,5.775,12.095,0.0432,0.0982,0.0
塑膠棧板+重心前移10cm,1.562,5.85,12.136,0.0433,0.1027,0.0
塑膠棧板+重心前移10cm,1.582,5.925,12.177,0.0434,0.1073,0.0
塑膠棧板+重心前移10cm,1.602,6.0,12.217,0.0435,0.1119,0.0
塑膠棧板+重心前移10cm,1.622,6.075,12.258,0.0435,0.1166,0.0
塑膠棧板+重心前移10cm,1.642,6.15,12.299,0.0436,0.1212,0.0
塑膠棧板+重心前移10cm,1.662,6.225,12.34,0.0436,0.1259,0.0
塑膠棧板+重心前移10cm,1.682,6.3,12.381,0.0436,0.1307,0.0
塑膠棧板+重心前移10cm,1.702,6.375,12.422,0.0436,0.1354,0.0
塑膠棧板+重心前移10cm,1.722,6.45,12.463,0.0436,0.1402,0.0
塑膠棧板+重心前移10cm,1.742,6.525,12.504,0.0435,0.145,0.0
塑膠棧板+重心前移10cm,1.762,6.6,12.545,0.0435,0.1499,0.0
塑膠棧板+重心前移10cm,1.782,6.675,12.586,0.0434,0.1547,0.0
塑膠棧板+重心前移10cm,1.802,6.75,12.627,0.0433,0.1596,0.0
塑膠棧板+重心前移10cm,1.822,6.825,12.668,0.0432,0.1646,0.0
塑膠棧板+重心前移10cm,1.842,6.9,12.709,0.0431,0.1695,0.0
塑膠棧板+重心前移10cm,1.862,6.975,12.75,0.0429,0.1745,0.0
塑膠棧板+重心前移10cm,1.882,7.05,12.791,0.0428,0.1795,0.0
塑膠棧板+重心前移10cm,1.902,7.125,12.832,0.0426,0.1845,0.0
塑膠棧板+重心前移10cm,1.922,7.2,12.873,0.0424,0.1895,0.0
塑膠棧板+重心前移10cm,1.942,7.275,12.914,0.0422,0.1946,0.0
塑膠棧板+重心前移10cm,1.962,7.35,12.954,0.042,0.1997,0.0
塑膠棧板+重心前移10cm,1.982,7.425,12.995,0.0418,0.2048,0.0
塑膠棧板+重心前移10cm,2.002,7.5,13.036,0.0416,0.21,0.0
塑膠棧板+重心前移10cm,2.022,7.575,13.077,0.0413,0.2151,0.0
塑膠棧板+重心前移10cm,2.042,7.65,13.118,0.041,0.2203,0.0
塑膠棧板+重心前移10cm,2.062,7.725,13.159,0.0407,0.2255,0.0
塑膠棧板+重心前移10cm,2.082,7.8,13.199,0.0404,0.2308,0.0
塑膠棧板+重心前移10cm,2.102,7.875,13.24,0.0401,0.236,0.0
塑膠棧板+重心前移10cm,2.122,7.95,13.281,0.0397,0.2413,0.0
塑膠棧板+重心前移10cm,2.142,8.025,13.321,0.0394,0.2466,0.0
塑膠棧板+重心前移10cm,2.162,8.1,13.362,0.039,0.2519,0.0
塑膠棧板+重心前移10cm,2.182,8.175,13.403,0.0386,0.2573,0.0
塑膠棧板+重心前移10cm,2.202,8.25,13.443,0.0382,0.2626,0.0
塑膠棧板+重心前移10cm,2.222,8.325,13.484,0.0378,0.268,0.0
塑膠棧板+重心前移10cm,2.242,8.4,13.525,0.0374,0.2735,0.0
塑膠棧板+重心前移10cm,2.262,8.475,13.565,0.0369,0.2789,0.0
塑膠棧板+重心前移10cm,2.282,8.55,13.606,0.0365,0.2844,0.0
塑膠棧板+重心前移10cm,2.302,8.625,13.646,0.036,0.2898,0.0
塑膠棧板+重心前移10cm,2.322,8.7,13.687,0.0355,0.2954,0.0
塑膠棧板+重心前移10cm,2.342,8.775,13.727,0.0349,0.3009,0.0
塑膠棧板+重心前移10cm,2.362,8.85,13.768,0.0344,0.3064,0.0
塑膠棧板+重心前移10cm,2.382,8.925,13.808,0.0338,0.312,0.0
塑膠棧板+重心前移10cm,2.402,9.0,13.849,0.0333,0.3176,0.0
塑膠棧板+重心前移10cm,2.422,9.075,13.889,0.0326,0.3232,0.0
塑膠棧板+重心前移10cm,2.442,9.15,13.93,0.032,0.3288,0.0
塑膠棧板+重心前移10cm,2.462,9.225,13.971,0.0314,0.3345,0.0
塑膠棧板+重心前移10cm,2.482,9.3,14.011,0.0307,0.3401,0.0
塑膠棧板+重心前移10cm,2.502,9.375,14.052,0.03,0.3458,0.0
塑膠棧板+重心前移10cm,2.522,9.45,14.092,0.0293,0.3515,0.0
塑膠棧板+重心前移10cm,2.542,9.525,14.133,0.0285,0.3572,0.0
塑膠棧板+重心前移10cm,2.562,9.6,14.173,0.0278,0.363,0.0
塑膠棧板+重心前移10cm,2.582,9.675,14.214,0.027,0.3687,0.0
塑膠棧板+重心前移10cm,2.602,9.75,14.254,0.0262,0.3745,0.0
塑膠棧板+重心前移10cm,2.622,9.825,14.295,0.0253,0.3803,0.0
塑膠棧板+重心前移10cm,2.642,9.9,14.335,0.0244,0.3861,0.0
塑膠棧板+重心前移10cm,2.662,9.975,14.376,0.0235,0.3919,0.0
塑膠棧板+重心前移10cm,2.682,10.05,14.417,0.0226,0.3977,0.0
塑膠棧板+重心前移10cm,2.702,10.125,14.457,0.0216,0.4036,0.0
塑膠棧板+重心前移10cm,2.722,10.2,14.498,0.0207,0.4094,0.0
塑膠棧板+重心前移10cm,2.742,10.275,14.538,0.0196,0.4153,0.0
塑膠棧板+重心前移10cm,2.762,10.35,14.579,0.0186,0.4212,0.0
塑膠棧板+重心前移10cm,2.782,10.425,14.62,0.0175,0.4271,0.0
塑膠棧板+重心前移10cm,2.802,10.5,14.66,0.0164,0.433,0.001
塑膠棧板+重心前移10cm,2.822,10.575,14.701,0.015,0.4391,0.003
塑膠棧板+重心前移10cm,2.842,10.65,14.742,0.0138,0.445,0.002
塑膠棧板+重心前移10cm,2.862,10.725,14.783,0.0127,0.4508,0.001
塑膠棧板+重心前移10cm,2.882,10.8,14.824,0.0115,0.4567,0.0
塑膠棧板+重心前移10cm,2.902,10.875,14.865,0.0103,0.4626,0.0
塑膠棧板+重心前移10cm,2.922,10.95,14.905,0.0086,0.4687,0.002
塑膠棧板+重心前移10cm,2.942,11.025,14.946,0.0073,0.4746,0.002
塑膠棧板+重心前移10cm,2.962,11.1,14.988,0.006,0.4805,0.001
塑膠棧板+重心前移10cm,2.982,11.175,15.029,0.0049,0.4865,0.0
塑膠棧板+重心前移10cm,3.002,11.25,15.07,0.0031,0.4925,0.002
塑膠棧板+重心前移10cm,3.022,11.325,15.111,0.0023,0.4985,0.001
塑膠棧板+重心前移10cm,3.042,11.4,15.152,0.0026,0.5044,0.0
塑膠棧板+重心前移10cm,3.062,11.475,15.193,0.0033,0.5104,0.001
塑膠棧板+重心前移10cm,3.082,11.55,15.235,0.0047,0.5164,0.001
塑膠棧板+重心前移10cm,3.102,11.625,15.276,0.0064,0.5224,0.0
塑膠棧板+重心前移10cm,3.122,11.7,15.317,0.008,0.5284,0.001
塑膠棧板+重心前移10cm,3.142,11.775,15.358,0.0098,0.5344,0.0
塑膠棧板+重心前移10cm,3.162,11.85,15.4,0.0117,0.5404,0.0
塑膠棧板+重心前移10cm,3.182,11.925,15.441,0.0136,0.5464,0.0
塑膠棧板+重心前移10cm,3.202,12.0,15.482,0.0155,0.5524,0.0
塑膠棧板+重心前移10cm,3.222,12.075,15.523,0.0175,0.5584,0.0
塑膠棧板+重心前移10cm,3.242,12.15,15.564,0.0195,0.5644,0.0
塑膠棧板+重心前移10cm,3.262,12.225,15.606,0.0215,0.5704,0.0
塑膠棧板+重心前移10cm,3.282,12.3,15.647,0.0236,0.5764,0.0
塑膠棧板+重心前移10cm,3.302,12.375,15.688,0.0257,0.5824,0.0
塑膠棧板+重心前移10cm,3.322,12.45,15.729,0.0279,0.5884,0.0
塑膠棧板+重心前移10cm,3.342,12.525,15.77,0.0302,0.5944,0.0
塑膠棧板+重心前移10cm,3.362,12.6,15.812,0.0324,0.6005,0.0
塑膠棧板+重心前移10cm,3.382,12.675,15.853,0.0348,0.6064,0.002
塑膠棧板+重心前移10cm,3.402,12.75,15.896,0.0374,0.612,0.007
塑膠棧板+重心前移10cm,3.422,12.825,15.94,0.0431,0.6129,0.058
塑膠棧板+重心前移10cm,3.442,12.9,15.987,0.0424,0.6174,0.078
塑膠棧板+重心前移10cm,3.462,12.975,16.037,0.0562,0.6213,0.107
塑膠棧板+重心前移10cm,3.482,13.05,16.092,0.0789,0.6241,0.15
塑膠棧板+重心前移10cm,3.502,13.125,16.152,0.1065,0.6259,0.206
塑膠棧板+重心前移10cm,3.522,13.2,16.217,0.1114,0.623,0.311
塑膠棧板+重心前移10cm,3.542,13.275,16.285,0.1564,0.6235,0.386
塑膠棧板+重心前移10cm,3.562,13.35,16.358,0.2064,0.624,0.466
塑膠棧板+重心前移10cm,3.582,13.425,16.435,0.2552,0.6241,0.555
塑膠棧板+重心前移10cm,3.602,13.5,16.517,0.2737,0.6199,0.688
塑膠棧板+重心前移10cm,3.622,13.575,16.6,0.331,0.6194,0.787
塑膠棧板+重心前移10cm,3.642,13.65,16.686,0.3909,0.6194,0.886
塑膠棧板+重心前移10cm,3.662,13.725,16.774,0.4466,0.6193,0.988
塑膠棧板+重心前移10cm,3.682,13.8,16.865,0.4695,0.615,1.131
塑膠棧板+重心前移10cm,3.702,13.875,16.955,0.5321,0.6151,1.233
塑膠棧板+重心前移10cm,3.722,13.95,17.047,0.5926,0.6155,1.334
塑膠棧板+重心前移10cm,3.742,14.025,17.141,0.6273,0.6135,1.46
塑膠棧板+重心前移10cm,3.762,14.1,17.233,0.6725,0.6119,1.58
塑膠棧板+重心前移10cm,3.782,14.175,17.325,0.7352,0.6126,1.679
塑膠棧板+重心前移10cm,3.802,14.25,17.417,0.7931,0.6133,1.778
塑膠棧板+重心前移10cm,3.822,14.325,17.51,0.817,0.6104,1.912
塑膠棧板+重心前移10cm,3.842,14.4,17.601,0.8722,0.6103,2.017
塑膠棧板+重心前移10cm,3.862,14.475,17.691,0.9328,0.6113,2.112
塑膠棧板+重心前移10cm,3.882,14.55,17.782,0.9878,0.6121,2.208
塑膠棧板+重心前移10cm,3.902,14.625,17.873,1.0079,0.6089,2.343
塑膠棧板+重心前移10cm,3.922,14.7,17.961,1.0657,0.6094,2.441
塑膠棧板+重心前移10cm,3.942,14.775,18.049,1.1242,0.6104,2.534
塑膠棧板+重心前移10cm,3.962,14.85,18.135,1.1762,0.6113,2.626
塑膠棧板+重心前移10cm,3.982,14.925,18.189,1.1517,0.614,2.669
塑膠棧板+重心前移10cm,4.002,15.0,18.227,1.1465,0.6234,2.627
塑膠棧板+重心前移10cm,4.022,15.075,18.269,1.1494,0.6322,2.6
塑膠棧板+重心前移10cm,4.042,15.15,18.308,1.1486,0.6405,2.576
塑膠棧板+重心前移10cm,4.062,15.225,18.344,1.1474,0.6477,2.561
塑膠棧板+重心前移10cm,4.082,15.3,18.378,1.1457,0.6542,2.549
塑膠棧板+重心前移10cm,4.102,15.375,18.409,1.1431,0.6602,2.539
塑膠棧板+重心前移10cm,4.122,15.45,18.438,1.141,0.6657,2.531
塑膠棧板+重心前移10cm,4.142,15.525,18.465,1.1387,0.671,2.524
塑膠棧板+重心前移10cm,4.162,15.6,18.491,1.1365,0.676,2.517
塑膠棧板+重心前移10cm,4.182,15.675,18.516,1.1335,0.6811,2.509
塑膠棧板+重心前移10cm,4.202,15.75,18.541,1.1317,0.6859,2.504
塑膠棧板+重心前移10cm,4.222,15.825,18.566,1.1299,0.6906,2.498
塑膠棧板+重心前移10cm,4.242,15.9,18.591,1.1266,0.6956,2.489
塑膠棧板+重心前移10cm,4.262,15.975,18.616,1.1252,0.7004,2.485
塑膠棧板+重心前移10cm,4.282,16.05,18.641,1.1227,0.7054,2.478
塑膠棧板+重心前移10cm,4.302,16.125,18.667,1.1205,0.7104,2.471
塑膠棧板+重心前移10cm,4.322,16.2,18.693,1.1181,0.7156,2.464
塑膠棧板+重心前移10cm,4.342,16.275,18.719,1.116,0.7207,2.458
塑膠棧板+重心前移10cm,4.362,16.35,18.745,1.1124,0.7261,2.448
塑膠棧板+重心前移10cm,4.382,16.425,18.773,1.1117,0.7311,2.444
塑膠棧板+重心前移10cm,4.402,16.5,18.799,1.108,0.7366,2.434
塑膠棧板+重心前移10cm,4.422,16.575,18.828,1.1071,0.7418,2.43
塑膠棧板+重心前移10cm,4.442,16.65,18.86,1.0833,0.7428,2.466
塑膠棧板+重心前移10cm,4.462,16.725,18.887,1.0863,0.7491,2.446
塑膠棧板+重心前移10cm,4.482,16.8,18.913,1.0896,0.756,2.423
塑膠棧板+重心前移10cm,4.502,16.875,18.942,1.0926,0.7622,2.409
塑膠棧板+重心前移10cm,4.522,16.95,18.97,1.0929,0.7681,2.398
塑膠棧板+重心前移10cm,4.542,17.025,18.997,1.0903,0.7741,2.385
塑膠棧板+重心前移10cm,4.562,17.1,19.023,1.0878,0.7798,2.375
塑膠棧板+重心前移10cm,4.582,17.175,19.049,1.0854,0.7853,2.366
塑膠棧板+重心前移10cm,4.602,17.25,19.076,1.0832,0.7908,2.359
塑膠棧板+重心前移10cm,4.622,17.325,19.103,1.0809,0.7963,2.351
塑膠棧板+重心前移10cm,4.642,17.4,19.13,1.0786,0.8019,2.343
塑膠棧板+重心前移10cm,4.662,17.475,19.157,1.0763,0.8075,2.336
塑膠棧板+重心前移10cm,4.682,17.55,19.185,1.074,0.8131,2.328
塑膠棧板+重心前移10cm,4.702,17.625,19.213,1.0717,0.8188,2.321
塑膠棧板+重心前移10cm,4.722,17.7,19.241,1.0693,0.8245,2.313
塑膠棧板+重心前移10cm,4.742,17.775,19.269,1.067,0.8303,2.305
塑膠棧板+重心前移10cm,4.762,17.85,19.297,1.0647,0.8361,2.297
塑膠棧板+重心前移10cm,4.782,17.925,19.326,1.0624,0.842,2.29
塑膠棧板+重心前移10cm,4.802,18.0,19.354,1.0601,0.8479,2.282
塑膠棧板+重心前移10cm,4.822,18.075,19.383,1.0578,0.8538,2.274
塑膠棧板+重心前移10cm,4.842,18.15,19.412,1.0555,0.8597,2.266
塑膠棧板+重心前移10cm,4.862,18.225,19.441,1.0532,0.8657,2.258
塑膠棧板+重心前移10cm,4.882,18.3,19.469,1.0509,0.8716,2.25
塑膠棧板+重心前移10cm,4.902,18.375,19.498,1.0487,0.8776,2.242
塑膠棧板+重心前移10cm,4.922,18.45,19.527,1.0465,0.8837,2.234
塑膠棧板+重心前移10cm,4.942,18.525,19.556,1.0442,0.8897,2.226
塑膠棧板+重心前移10cm,4.962,18.6,19.585,1.042,0.8958,2.218
塑膠棧板+重心前移10cm,4.982,18.675,19.614,1.0398,0.9018,2.21
塑膠棧板+重心前移10cm,5.002,18.75,19.643,1.0377,0.9079,2.202
塑膠棧板+重心前移10cm,5.022,18.825,19.672,1.0355,0.914,2.194
塑膠棧板+重心前移10cm,5.042,18.9,19.701,1.0334,0.9201,2.185
塑膠棧板+重心前移10cm,5.062,18.975,19.73,1.0313,0.9262,2.177
塑膠棧板+重心前移10cm,5.082,19.05,19.759,1.0292,0.9324,2.169
塑膠棧板+重心前移10cm,5.102,19.125,19.788,1.0271,0.9385,2.161
塑膠棧板+重心前移10cm,5.122,19.2,19.817,1.025,0.9447,2.153
塑膠棧板+重心前移10cm,5.142,19.275,19.846,1.023,0.9508,2.145
塑膠棧板+重心前移10cm,5.162,19.35,19.875,1.021,0.957,2.137
塑膠棧板+重心前移10cm,5.182,19.425,19.904,1.019,0.9632,2.129
塑膠棧板+重心前移10cm,5.202,19.5,19.932,1.017,0.9694,2.12
塑膠棧板+重心前移10cm,5.222,19.575,19.961,1.0151,0.9756,2.112
塑膠棧板+重心前移10cm,5.242,19.65,19.99,1.0131,0.9818,2.104
塑膠棧板+重心前移10cm,5.262,19.725,20.019,1.0112,0.9881,2.096
塑膠棧板+重心前移10cm,5.282,19.8,20.048,1.0093,0.9943,2.088
塑膠棧板+重心前移10cm,5.302,19.875,20.076,1.0075,1.0005,2.079
塑膠棧板+重心前移10cm,5.322,19.95,20.105,1.0056,1.0068,2.071
塑膠棧板+重心前移10cm,5.342,20.025,20.134,1.0038,1.0131,2.063
塑膠棧板+重心前移10cm,5.362,20.1,20.163,1.002,1.0193,2.055
塑膠棧板+重心前移10cm,5.382,20.175,20.191,1.0003,1.0256,2.047
塑膠棧板+重心前移10cm,5.402,20.25,20.22,0.9985,1.0319,2.038
塑膠棧板+重心前移10cm,5.422,20.325,20.249,0.9968,1.0382,2.03
塑膠棧板+重心前移10cm,5.442,20.4,20.277,0.9951,1.0445,2.022
塑膠棧板+重心前移10cm,5.462,20.475,20.306,0.9934,1.0508,2.014
塑膠棧板+重心前移10cm,5.482,20.55,20.334,0.9918,1.0571,2.005
塑膠棧板+重心前移10cm,5.502,20.625,20.363,0.9901,1.0635,1.997
塑膠棧板+重心前移10cm,5.522,20.7,20.391,0.9885,1.0698,1.989
塑膠棧板+重心前移10cm,5.542,20.775,20.42,0.987,1.0762,1.981
塑膠棧板+重心前移10cm,5.562,20.85,20.448,0.9854,1.0825,1.972
塑膠棧板+重心前移10cm,5.582,20.925,20.477,0.9839,1.0889,1.964
塑膠棧板+重心前移10cm,5.602,21.0,20.505,0.9824,1.0953,1.956
塑膠棧板+重心前移10cm,5.622,21.075,20.534,0.981,1.1016,1.948
塑膠棧板+重心前移10cm,5.642,21.15,20.562,0.9795,1.108,1.939
塑膠棧板+重心前移10cm,5.662,21.225,20.59,0.9781,1.1144,1.931
塑膠棧板+重心前移10cm,5.682,21.3,20.619,0.9767,1.1208,1.923
塑膠棧板+重心前移10cm,5.702,21.375,20.647,0.9754,1.1273,1.914
塑膠棧板+重心前移10cm,5.722,21.45,20.675,0.974,1.1337,1.906
塑膠棧板+重心前移10cm,5.742,21.525,20.703,0.9727,1.1401,1.898
塑膠棧板+重心前移10cm,5.762,21.6,20.732,0.9714,1.1465,1.89
塑膠棧板+重心前移10cm,5.782,21.675,20.76,0.9702,1.153,1.881
塑膠棧板+重心前移10cm,5.802,21.75,20.788,0.969,1.1594,1.873
塑膠棧板+重心前移10cm,5.822,21.825,20.816,0.9678,1.1659,1.865
塑膠棧板+重心前移10cm,5.842,21.9,20.844,0.9666,1.1724,1.856
塑膠棧板+重心前移10cm,5.862,21.975,20.872,0.9655,1.1788,1.848
塑膠棧板+重心前移10cm,5.882,22.05,20.9,0.9644,1.1853,1.84
塑膠棧板+重心前移10cm,5.902,22.125,20.928,0.9633,1.1918,1.831
塑膠棧板+重心前移10cm,5.922,22.2,20.956,0.9623,1.1983,1.823
塑膠棧板+重心前移10cm,5.942,22.275,20.984,0.9613,1.2048,1.814
塑膠棧板+重心前移10cm,5.962,22.35,21.012,0.9603,1.2113,1.806
塑膠棧板+重心前移10cm,5.982,22.425,21.04,0.9593,1.2179,1.798
塑膠棧板+重心前移10cm,6.002,22.5,21.068,0.9584,1.2244,1.789
塑膠棧板+重心前移10cm,6.022,22.575,21.096,0.9575,1.2309,1.781
塑膠棧板+重心前移10cm,6.042,22.65,21.124,0.9566,1.2375,1.773
塑膠棧板+重心前移10cm,6.062,22.725,21.152,0.9558,1.244,1.764
塑膠棧板+重心前移10cm,6.082,22.8,21.179,0.955,1.2506,1.756
塑膠棧板+重心前移10cm,6.102,22.875,21.207,0.9542,1.2572,1.747
塑膠棧板+重心前移10cm,6.122,22.95,21.235,0.9535,1.2637,1.739
塑膠棧板+重心前移10cm,6.142,23.025,21.263,0.9528,1.2703,1.731
塑膠棧板+重心前移10cm,6.162,23.1,21.29,0.9521,1.2769,1.722
塑膠棧板+重心前移10cm,6.182,23.175,21.322,0.9379,1.2792,1.749
塑膠棧板+重心前移10cm,6.202,23.25,21.35,0.9412,1.2869,1.731
塑膠棧板+重心前移10cm,6.222,23.325,21.378,0.945,1.295,1.711
塑膠棧板+重心前移10cm,6.242,23.4,21.406,0.947,1.3027,1.695
塑膠棧板+重心前移10cm,6.262,23.475,21.434,0.948,1.3099,1.682
塑膠棧板+重心前移10cm,6.282,23.55,21.462,0.9483,1.3169,1.672
塑膠棧板+重心前移10cm,6.302,23.625,21.49,0.9482,1.3237,1.662
塑膠棧板+重心前移10cm,6.322,23.7,21.517,0.948,1.3304,1.653
塑膠棧板+重心前移10cm,6.342,23.775,21.544,0.9478,1.337,1.645
塑膠棧板+重心前移10cm,6.362,23.85,21.571,0.9475,1.3436,1.636
塑膠棧板+重心前移10cm,6.382,23.925,21.598,0.9472,1.3502,1.628
塑膠棧板+重心前移10cm,6.402,24.0,21.625,0.947,1.3568,1.619
塑膠棧板+重心前移10cm,6.422,24.075,21.656,0.9346,1.3592,1.645
塑膠棧板+重心前移10cm,6.442,24.15,21.683,0.9368,1.3664,1.631
塑膠棧板+重心前移10cm,6.462,24.225,21.71,0.9409,1.3746,1.61
塑膠棧板+重心前移10cm,6.482,24.3,21.738,0.9435,1.3824,1.594
塑膠棧板+重心前移10cm,6.502,24.375,21.765,0.9449,1.3897,1.58
塑膠棧板+重心前移10cm,6.522,24.45,21.793,0.9456,1.3968,1.569
塑膠棧板+重心前移10cm,6.542,24.525,21.82,0.946,1.4036,1.56
塑膠棧板+重心前移10cm,6.562,24.6,21.846,0.9463,1.4104,1.551
塑膠棧板+重心前移10cm,6.582,24.675,21.873,0.9464,1.4171,1.542
塑膠棧板+重心前移10cm,6.602,24.75,21.9,0.9466,1.4237,1.533
塑膠棧板+重心前移10cm,6.622,24.825,21.927,0.9467,1.4304,1.525
塑膠棧板+重心前移10cm,6.642,24.9,21.957,0.9355,1.4327,1.551
塑膠棧板+重心前移10cm,6.662,24.975,21.983,0.9385,1.4401,1.535
塑膠棧板+重心前移10cm,6.682,25.05,22.01,0.9426,1.4483,1.515
塑膠棧板+重心前移10cm,6.702,25.125,22.037,0.9453,1.4562,1.498
塑膠棧板+重心前移10cm,6.722,25.2,22.064,0.9469,1.4635,1.486
塑膠棧板+重心前移10cm,6.742,25.275,22.091,0.9479,1.4706,1.475
塑膠棧板+重心前移10cm,6.762,25.35,22.118,0.9486,1.4775,1.465
塑膠棧板+重心前移10cm,6.782,25.425,22.145,0.9492,1.4843,1.456
塑膠棧板+重心前移10cm,6.802,25.5,22.171,0.9498,1.491,1.447
塑膠棧板+重心前移10cm,6.822,25.575,22.197,0.9503,1.4978,1.439
塑膠棧板+重心前移10cm,6.842,25.65,22.227,0.9406,1.5002,1.463
塑膠棧板+重心前移10cm,6.862,25.725,22.253,0.9432,1.5074,1.449
塑膠棧板+重心前移10cm,6.882,25.8,22.28,0.9474,1.5157,1.429
塑膠棧板+重心前移10cm,6.902,25.875,22.306,0.9504,1.5236,1.413
塑膠棧板+重心前移10cm,6.922,25.95,22.333,0.9523,1.531,1.4
塑膠棧板+重心前移10cm,6.942,26.025,22.36,0.9537,1.5382,1.389
塑膠棧板+重心前移10cm,6.962,26.1,22.386,0.9548,1.5452,1.379
塑膠棧板+重心前移10cm,6.982,26.175,22.413,0.9557,1.552,1.37
塑膠棧板+重心前移10cm,7.002,26.25,22.439,0.9566,1.5588,1.361
塑膠棧板+重心前移10cm,7.022,26.325,22.467,0.9548,1.5645,1.361
塑膠棧板+重心前移10cm,7.042,26.4,22.494,0.9491,1.5678,1.377
塑膠棧板+重心前移10cm,7.062,26.475,22.52,0.9533,1.5759,1.358
塑膠棧板+重心前移10cm,7.082,26.55,22.546,0.9572,1.5841,1.339
塑膠棧板+重心前移10cm,7.102,26.625,22.573,0.9598,1.5919,1.324
塑膠棧板+重心前移10cm,7.122,26.7,22.599,0.9618,1.5993,1.312
塑膠棧板+重心前移10cm,7.142,26.775,22.625,0.9633,1.6064,1.301
塑膠棧板+重心前移10cm,7.162,26.85,22.652,0.9646,1.6134,1.292
塑膠棧板+重心前移10cm,7.182,26.925,22.678,0.9659,1.6203,1.283
塑膠棧板+重心前移10cm,7.202,27.0,22.704,0.9672,1.6271,1.274
塑膠棧板+重心前移10cm,7.222,27.075,22.733,0.9598,1.6294,1.299
塑膠棧板+重心前移10cm,7.242,27.15,22.758,0.9632,1.6369,1.283
塑膠棧板+重心前移10cm,7.262,27.225,22.784,0.9674,1.6453,1.263
塑膠棧板+重心前移10cm,7.282,27.3,22.81,0.9706,1.6533,1.247
塑膠棧板+重心前移10cm,7.302,27.375,22.836,0.9729,1.6608,1.234
塑膠棧板+重心前移10cm,7.322,27.45,22.862,0.9748,1.668,1.223
塑膠棧板+重心前移10cm,7.342,27.525,22.888,0.9765,1.6751,1.214
塑膠棧板+重心前移10cm,7.362,27.6,22.914,0.9782,1.6821,1.204
塑膠棧板+重心前移10cm,7.382,27.675,22.94,0.9797,1.689,1.195
塑膠棧板+重心前移10cm,7.402,27.75,22.968,0.9735,1.6913,1.22
塑膠棧板+重心前移10cm,7.422,27.825,22.993,0.9771,1.6988,1.204
塑膠棧板+重心前移10cm,7.442,27.9,23.019,0.9813,1.7073,1.184
塑膠棧板+重心前移10cm,7.462,27.975,23.045,0.9846,1.7153,1.168
塑膠棧板+重心前移10cm,7.482,28.05,23.071,0.9872,1.7229,1.156
塑膠棧板+重心前移10cm,7.502,28.125,23.097,0.9894,1.7301,1.145
塑膠棧板+重心前移10cm,7.522,28.2,23.123,0.9914,1.7373,1.135
塑膠棧板+重心前移10cm,7.542,28.275,23.149,0.9934,1.7443,1.125
